origin,assumption
0.0117066304387766,0.0097994890170505
0.0752830021040433,0.1031392251164649
0.0629146140995813,0.0790970607541056
0.0203031979990465,0.0258086661305015
0.0275318898637709,0.0362390152729441
0.0210735282038758,0.0314219009546043
0.0389252559551861,0.0517188715701562
0.0068219383579705,0.0088842408467187
0.0181920375935611,0.075809134861963
0.0108770327973987,0.0266505681493795
0.0273207561363815,0.0293484319802108
0.038749296228374,0.0389296229199851
0.0480593504600927,0.054219630895668
0.0185783502457387,0.0268092503568622
0.0072302138619568,0.1820229575027983
0.0169822288731727,0.0263040885309081
0.0760379396237601,0.0875091370587762
0.0302005163780758,0.048926336221693
0.0142568687950228,0.0165204430238574
0.0166647821026767,0.0192005754021502
0.0145384937730085,0.0428790673974004
0.0287806508612464,0.0442678956417031
0.0894149780776773,0.1068843723878695
0.0452389439831399,0.0568468531606253
0.0227909701955213,0.0452380259258046
0.0686771228304833,0.0548439577938559
0.0053114501647338,0.0147191938112081
0.0220034110237175,0.0570039153794498
0.0668038662886633,0.0514025958619964
0.010807434202798,0.0244005285620514
0.0078043623357277,0.0120636740459331
0.0352113497797014,0.0331468584546902
0.0233653121113383,0.0516923164650745
0.049975938260443,0.054577797393486
0.0242465844484954,0.0272694491818967
0.0269853455531587,0.0265268419197904
0.0340073027572414,0.0530400704805065
0.0615596391548721,0.0687864724215618
0.0014062855863683,0.0050539647000614
0.0305842729645638,0.0471221614159815
0.0075705563981756,0.0181789410149018
0.0370550300004516,0.0700392690322093
0.0836353228063588,0.108838971067433
0.0812715346741207,0.1057920947881222
0.0277991809447346,0.0383380683127526
0.0373823302077322,0.0463060986613127
0.0301270096148278,0.0504475904692634
0.106170449256571,0.0760790630264572
0.032156851698338,0.0526265690490383
0.0185860277828499,0.0256069481321394
0.0680078832937477,0.0629984972873569
0.2341508617137155,0.3180862253877755
0.0454197708066419,0.0533710177498241
0.1027823084220896,0.1096859464320772
0.0100676850475137,0.0108851872873915
0.0066328719628381,0.0190916276888307
0.0485118822345434,0.0673911762337503
0.0016237280265148,0.0143452266752285
0.0351098804060986,0.1160811747514923
0.0593370003534114,0.0772962618240793
0.0225809486284839,0.0832219282131883
0.032027091128741,0.0334294799430191
0.0162879171746273,0.0244247755306657
0.0256846854547136,0.0414417526922806
0.0169026497594702,0.0910715999813102
0.0086183991120299,0.0251582754148343
0.0095596110700496,0.0304171855812963
0.0399272097774448,0.0590948793173538
0.0100602194567781,0.0243277891278147
0.0186152266234875,0.037949725773848
0.0313054426139509,0.0290532719986442
0.0410190354755338,0.0542242432393393
0.0131856193209911,0.033467864608989
0.007655231679167,0.02657195600541
0.0321271423372008,0.0345491808008456
0.0334360951749412,0.0397199245792825
0.1030752478970365,0.1019645911656983
0.0140788136249452,0.1694792359223257
0.010747701885953,0.0197800974639815
0.0108383892136414,0.0152667116655975
0.0207652082685835,0.042481070181647
0.0039204685239942,0.0092336828963826
0.0181363278284459,0.0241866701130289
0.0150305488138685,0.0189252143846635
0.0280209307531865,0.0274187636067532
0.0484007944092525,0.0620498740050532
0.012699048657029,0.0213421340155677
0.048773691981299,0.0480969270448989
0.0421508024034095,0.0535755384171165
0.0256929839824408,0.0259154708950399
0.1262790547109846,0.1871496368043474
0.0080462131612123,0.083548007049948
0.0549287050162571,0.0740206701856599
0.039808734237819,0.0732975456517198
0.0388843174273926,0.0467378121819949
0.00600651483803,0.035259516229188
0.020488120317652,0.0185217923059944
0.0184613477731917,0.0219719869230365
0.0501214267246918,0.0603328476082314
0.0271884756700463,0.0314490467603508
0.0047646544910503,0.0145898726982755
0.0242956813072421,0.0319614748473392
0.0203576951966802,0.0711366828601185
0.0073532247852363,0.0189404321436179
0.0279485825622936,0.0292823775119139
0.0281009081809148,0.0325193818638662
0.0419528820668719,0.0543762217988304
0.0816180295866444,0.0817600832693535
0.0377900166376264,0.0534030167459818
0.0496294948658906,0.0817592045420721
0.0211416299229025,0.0166509667460654
0.0199997817791738,0.0316640282863564
0.0311282155738979,0.0383468258331162
0.013178918320668,0.0293168098512678
0.0874683459458008,0.0908501645316491
0.0362724123806601,0.1053069590142781
0.0188018003227099,0.0207474955418365
0.0048250378757219,0.0054804907535195
0.0557306276670298,0.0829503683374598
